timestamp,percentage,status
2025-08-10 00:02:32,15,DISCHARGING
2025-08-10 00:24:59,14,DISCHARGING
2025-08-10 01:52:25,13,DISCHARGING
2025-08-10 02:50:20,12,DISCHARGING
2025-08-10 04:01:22,11,DISCHARGING
2025-08-10 04:19:47,10,DISCHARGING
2025-08-10 04:24:59,9,DISCHARGING
2025-08-10 04:35:38,8,DISCHARGING
2025-08-10 04:40:40,7,DISCHARGING
2025-08-10 04:57:24,4,DISCHARGING
2025-08-10 05:53:39,3,DISCHARGING
2025-08-10 06:16:24,3,CHARGING
2025-08-10 06:17:05,4,CHARGING
2025-08-10 06:17:35,5,CHARGING
2025-08-10 06:18:25,6,CHARGING
2025-08-10 06:19:06,7,CHARGING
2025-08-10 06:19:46,8,CHARGING
2025-08-10 06:20:36,9,CHARGING
2025-08-10 06:21:17,10,CHARGING
2025-08-10 06:22:07,11,CHARGING
2025-08-10 06:22:58,12,CHARGING
2025-08-10 06:23:38,13,CHARGING
2025-08-10 06:24:28,14,CHARGING
2025-08-10 06:25:19,15,CHARGING
2025-08-10 06:26:09,16,CHARGING
2025-08-10 06:26:40,17,CHARGING
2025-08-10 06:27:30,18,CHARGING
2025-08-10 06:28:10,19,CHARGING
2025-08-10 06:29:01,20,CHARGING
2025-08-10 06:29:41,21,CHARGING
2025-08-10 06:30:32,22,CHARGING
2025-08-10 06:31:02,23,CHARGING
2025-08-10 06:31:52,24,CHARGING
2025-08-10 06:32:33,25,CHARGING
2025-08-10 06:33:23,26,CHARGING
2025-08-10 06:34:03,27,CHARGING
2025-08-10 06:34:54,28,CHARGING
2025-08-10 06:35:24,29,CHARGING
2025-08-10 06:36:25,30,CHARGING
2025-08-10 06:37:05,31,CHARGING
2025-08-10 06:37:55,32,CHARGING
2025-08-10 06:38:37,33,CHARGING
2025-08-10 06:39:29,34,CHARGING
2025-08-10 06:40:30,35,CHARGING
2025-08-10 06:41:20,36,CHARGING
2025-08-10 06:42:21,37,CHARGING
2025-08-10 06:43:11,38,CHARGING
2025-08-10 06:44:12,39,CHARGING
2025-08-10 06:45:02,40,CHARGING
2025-08-10 06:45:43,41,CHARGING
2025-08-10 06:46:23,42,CHARGING
2025-08-10 06:47:13,43,CHARGING
2025-08-10 06:48:04,44,CHARGING
2025-08-10 06:48:44,45,CHARGING
2025-08-10 06:49:49,46,CHARGING
2025-08-10 06:50:39,47,CHARGING
2025-08-10 06:51:40,48,CHARGING
2025-08-10 06:52:30,49,CHARGING
2025-08-10 06:54:34,51,CHARGING
2025-08-10 06:55:35,52,CHARGING
2025-08-10 06:56:25,53,CHARGING
2025-08-10 06:57:26,54,CHARGING
2025-08-10 06:58:16,55,CHARGING
2025-08-10 06:59:27,56,CHARGING
2025-08-10 07:00:17,57,CHARGING
2025-08-10 07:01:58,58,CHARGING
2025-08-10 07:03:20,59,CHARGING
2025-08-10 07:04:40,59,DISCHARGING
2025-08-10 07:05:22,59,CHARGING
2025-08-10 07:05:52,60,CHARGING
2025-08-10 07:06:32,61,CHARGING
2025-08-10 07:07:33,62,CHARGING
2025-08-10 07:08:33,63,CHARGING
2025-08-10 07:09:24,64,CHARGING
2025-08-10 07:10:34,65,CHARGING
2025-08-10 07:11:25,66,CHARGING
2025-08-10 07:12:25,67,CHARGING
2025-08-10 07:13:46,68,CHARGING
2025-08-10 07:14:46,69,CHARGING
2025-08-10 07:15:57,70,CHARGING
2025-08-10 07:16:57,71,CHARGING
2025-08-10 07:18:18,72,CHARGING
2025-08-10 07:19:29,73,CHARGING
2025-08-10 07:20:49,74,CHARGING
2025-08-10 07:22:10,75,CHARGING
2025-08-10 07:23:10,76,CHARGING
2025-08-10 07:24:31,77,CHARGING
2025-08-10 07:25:52,78,CHARGING
2025-08-10 07:27:22,79,CHARGING
2025-08-10 07:28:43,80,CHARGING
2025-08-10 07:30:24,81,CHARGING
2025-08-10 07:32:05,82,CHARGING
2025-08-10 07:33:46,83,CHARGING
2025-08-10 07:35:28,84,CHARGING
2025-08-10 07:37:19,85,CHARGING
2025-08-10 07:39:10,86,CHARGING
2025-08-10 07:41:01,87,CHARGING
2025-08-10 07:43:02,88,CHARGING
2025-08-10 07:45:23,89,CHARGING
2025-08-10 07:47:35,90,CHARGING
2025-08-10 07:49:56,91,CHARGING
2025-08-10 07:51:46,91,DISCHARGING
2025-08-10 08:09:47,90,DISCHARGING
2025-08-10 08:27:48,89,DISCHARGING
2025-08-10 08:41:05,88,DISCHARGING
2025-08-10 08:46:44,85,DISCHARGING
2025-08-10 08:47:54,84,DISCHARGING
2025-08-10 08:53:06,83,DISCHARGING
2025-08-10 08:57:18,82,DISCHARGING
2025-08-10 09:02:30,81,DISCHARGING
2025-08-10 10:52:35,73,DISCHARGING
2025-08-10 11:01:19,72,DISCHARGING
2025-08-10 11:10:18,71,DISCHARGING
2025-08-10 11:34:15,70,DISCHARGING
2025-08-10 11:44:09,69,DISCHARGING
2025-08-10 11:48:10,68,DISCHARGING
2025-08-10 11:54:33,67,DISCHARGING
2025-08-10 12:00:57,66,DISCHARGING
2025-08-10 12:05:59,65,DISCHARGING
2025-08-10 12:28:05,64,DISCHARGING
2025-08-10 13:06:30,63,DISCHARGING
2025-08-10 13:12:43,62,DISCHARGING
2025-08-10 13:17:55,61,DISCHARGING
2025-08-10 13:22:17,60,DISCHARGING
2025-08-10 13:28:19,59,DISCHARGING
2025-08-10 13:34:43,58,DISCHARGING
2025-08-10 13:41:05,57,DISCHARGING
2025-08-10 14:16:15,56,DISCHARGING
2025-08-10 15:12:57,55,DISCHARGING
2025-08-10 15:19:53,54,DISCHARGING
2025-08-10 16:11:02,53,DISCHARGING
2025-08-10 16:29:12,52,DISCHARGING
2025-08-10 16:31:14,51,DISCHARGING
2025-08-10 16:36:07,50,DISCHARGING
2025-08-10 16:37:09,49,DISCHARGING
2025-08-10 16:45:11,48,DISCHARGING
2025-08-10 16:47:12,47,DISCHARGING
2025-08-10 16:49:13,46,DISCHARGING
2025-08-10 16:51:33,45,DISCHARGING
2025-08-10 17:07:21,44,DISCHARGING
2025-08-10 17:43:00,43,DISCHARGING
2025-08-10 17:44:00,42,DISCHARGING
2025-08-10 17:49:22,41,DISCHARGING
2025-08-10 18:00:28,40,DISCHARGING
2025-08-10 18:07:17,39,DISCHARGING
2025-08-10 18:11:19,38,DISCHARGING
