timestamp,percentage,status
2025-08-06 00:02:38,42,DISCHARGING
2025-08-06 00:15:04,41,DISCHARGING
2025-08-06 00:28:31,40,DISCHARGING
2025-08-06 00:40:12,39,DISCHARGING
2025-08-06 00:49:01,38,DISCHARGING
2025-08-06 00:53:15,37,DISCHARGING
2025-08-06 01:29:19,36,DISCHARGING
2025-08-06 03:50:59,35,DISCHARGING
2025-08-06 04:05:23,34,DISCHARGING
2025-08-06 04:26:11,31,DISCHARGING
2025-08-06 04:34:33,30,DISCHARGING
2025-08-06 04:51:00,29,DISCHARGING
2025-08-06 05:02:51,28,DISCHARGING
2025-08-06 05:13:35,27,DISCHARGING
2025-08-06 05:39:13,26,DISCHARGING
2025-08-06 05:41:14,25,DISCHARGING
2025-08-06 05:45:25,24,DISCHARGING
2025-08-06 05:48:37,23,DISCHARGING
2025-08-06 05:50:38,22,DISCHARGING
2025-08-06 05:53:49,21,DISCHARGING
2025-08-06 05:55:50,20,DISCHARGING
2025-08-06 06:00:01,19,DISCHARGING
2025-08-06 06:03:12,18,DISCHARGING
2025-08-06 06:07:24,17,DISCHARGING
2025-08-06 06:10:25,16,DISCHARGING
2025-08-06 06:18:18,15,DISCHARGING
2025-08-06 06:26:16,14,DISCHARGING
2025-08-06 06:28:27,13,DISCHARGING
2025-08-06 06:39:34,12,DISCHARGING
2025-08-06 06:43:46,11,DISCHARGING
2025-08-06 06:46:51,10,DISCHARGING
2025-08-06 06:50:03,9,DISCHARGING
2025-08-06 07:00:09,8,DISCHARGING
2025-08-06 07:04:20,7,DISCHARGING
2025-08-06 07:07:22,6,DISCHARGING
2025-08-06 07:10:03,6,CHARGING
2025-08-06 07:10:33,7,CHARGING
2025-08-06 07:11:24,8,CHARGING
2025-08-06 07:12:14,9,CHARGING
2025-08-06 07:13:04,10,CHARGING
2025-08-06 07:13:55,11,CHARGING
2025-08-06 07:14:35,12,CHARGING
2025-08-06 07:15:26,13,CHARGING
2025-08-06 07:16:16,14,CHARGING
2025-08-06 07:17:07,15,CHARGING
2025-08-06 07:17:47,16,CHARGING
2025-08-06 07:18:47,17,CHARGING
2025-08-06 07:19:28,18,CHARGING
2025-08-06 07:20:08,19,CHARGING
2025-08-06 07:21:09,20,CHARGING
2025-08-06 07:21:59,21,CHARGING
2025-08-06 07:22:40,22,CHARGING
2025-08-06 07:23:30,23,CHARGING
2025-08-06 07:24:00,24,CHARGING
2025-08-06 07:24:51,25,CHARGING
2025-08-06 07:25:31,26,CHARGING
2025-08-06 07:26:21,27,CHARGING
2025-08-06 07:27:02,28,CHARGING
2025-08-06 07:27:52,29,CHARGING
2025-08-06 07:28:33,30,CHARGING
2025-08-06 07:29:23,31,CHARGING
2025-08-06 07:30:33,32,CHARGING
2025-08-06 07:31:44,33,CHARGING
2025-08-06 07:33:25,34,CHARGING
2025-08-06 07:34:25,35,CHARGING
2025-08-06 07:35:36,36,CHARGING
2025-08-06 07:36:36,37,CHARGING
2025-08-06 07:37:47,38,CHARGING
2025-08-06 07:38:48,39,CHARGING
2025-08-06 07:39:48,40,CHARGING
2025-08-06 07:40:38,41,CHARGING
2025-08-06 07:41:39,42,CHARGING
2025-08-06 07:42:29,43,CHARGING
2025-08-06 07:43:40,44,CHARGING
2025-08-06 07:44:30,45,CHARGING
2025-08-06 07:45:21,46,CHARGING
2025-08-06 07:46:21,47,CHARGING
2025-08-06 07:47:12,48,CHARGING
2025-08-06 07:48:12,49,CHARGING
2025-08-06 07:49:03,50,CHARGING
2025-08-06 07:50:13,51,CHARGING
2025-08-06 07:50:54,52,CHARGING
2025-08-06 07:51:44,53,CHARGING
2025-08-06 07:52:55,54,CHARGING
2025-08-06 07:53:36,55,CHARGING
2025-08-06 07:54:48,56,CHARGING
2025-08-06 07:55:48,57,CHARGING
2025-08-06 07:56:59,58,CHARGING
2025-08-06 07:57:49,59,CHARGING
2025-08-06 07:58:39,60,CHARGING
2025-08-06 07:59:40,61,CHARGING
2025-08-06 08:00:30,62,CHARGING
2025-08-06 08:01:21,63,CHARGING
2025-08-06 08:02:21,64,CHARGING
2025-08-06 08:03:22,65,CHARGING
2025-08-06 08:04:22,66,CHARGING
2025-08-06 08:05:13,67,CHARGING
2025-08-06 08:05:53,67,DISCHARGING
2025-08-06 08:46:50,66,DISCHARGING
2025-08-06 08:50:01,65,DISCHARGING
2025-08-06 08:55:13,64,DISCHARGING
2025-08-06 08:58:24,63,DISCHARGING
2025-08-06 09:02:36,62,DISCHARGING
2025-08-06 09:05:37,61,DISCHARGING
2025-08-06 09:12:00,60,DISCHARGING
2025-08-06 09:17:12,59,DISCHARGING
2025-08-06 09:21:14,58,DISCHARGING
2025-08-06 09:26:36,57,DISCHARGING
2025-08-06 09:32:49,56,DISCHARGING
2025-08-06 09:38:01,55,DISCHARGING
2025-08-06 09:42:13,54,DISCHARGING
2025-08-06 09:46:25,53,DISCHARGING
2025-08-06 09:51:27,52,DISCHARGING
2025-08-06 09:56:49,51,DISCHARGING
2025-08-06 10:00:51,50,DISCHARGING
2025-08-06 10:06:13,49,DISCHARGING
2025-08-06 10:10:15,48,DISCHARGING
2025-08-06 10:15:37,47,DISCHARGING
2025-08-06 10:19:39,46,DISCHARGING
2025-08-06 10:24:01,45,DISCHARGING
2025-08-06 10:28:02,44,DISCHARGING
2025-08-06 10:32:15,43,DISCHARGING
2025-08-06 10:36:27,42,DISCHARGING
2025-08-06 10:38:27,41,DISCHARGING
2025-08-06 10:42:39,40,DISCHARGING
2025-08-06 10:46:51,39,DISCHARGING
2025-08-06 10:49:01,38,DISCHARGING
2025-08-06 10:53:13,37,DISCHARGING
2025-08-06 10:58:28,36,DISCHARGING
2025-08-06 11:04:31,35,DISCHARGING
2025-08-06 11:09:53,34,DISCHARGING
2025-08-06 11:14:55,33,DISCHARGING
