2025-08-04 00:52:07,34.7,3634,580749,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:08,34.7,3634,647278,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:09,34.7,3634,758972,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:10,34.7,3634,540466,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:11,34.7,3634,900574,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:12,34.7,3634,449829,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:13,34.7,3634,348510,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:15,34.7,3634,383301,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:16,34.7,3634,337829,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:17,34.7,3634,274658,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:18,34.7,3634,293579,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:19,34.7,3634,419922,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:20,34.7,3634,356140,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:21,34.7,3634,374756,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:22,34.7,3634,428467,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:23,34.7,3634,515442,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:24,34.7,3634,433655,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:25,34.7,3634,476990,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:26,34.7,3634,596008,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:27,34.7,3634,265197,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:28,34.7,3634,298767,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:29,34.7,3634,231933,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:30,34.7,3634,357971,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:31,34.7,3634,685730,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:33,34.7,3634,425720,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:34,34.7,3634,333252,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:35,34.7,3634,220642,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:36,34.7,3634,244751,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:37,34.7,3634,226135,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:38,34.7,3634,255737,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:39,34.7,3634,257568,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:40,34.7,3634,229187,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:41,34.7,3634,227966,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:42,34.7,3634,225525,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:43,34.7,3634,328064,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:44,34.7,3634,282898,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:45,34.7,3634,254821,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:47,34.7,3634,203857,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:48,34.7,3634,301208,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:49,34.7,3634,222778,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:50,34.7,3634,206604,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:51,34.7,3634,208130,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:52,34.7,3634,334167,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:53,34.7,3634,279236,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:54,34.7,3634,267029,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:55,34.7,3634,215149,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:56,34.7,3634,241699,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:57,34.7,3634,314941,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:58,34.7,3634,359192,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:52:59,34.7,3634,275879,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:01,34.7,3634,210876,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:02,34.7,3634,200805,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:03,34.7,3634,553894,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:04,34.7,3634,272216,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:05,34.7,3634,204162,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:06,34.7,3634,359497,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:07,34.7,3634,228271,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:08,34.7,3634,206909,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:09,34.7,3634,211792,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:10,34.7,3634,289917,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:11,34.7,3634,694275,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:12,34.7,3634,256958,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:13,34.7,3634,376892,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:14,34.7,3634,369262,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:15,34.7,3634,324096,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:17,34.7,3634,223999,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:18,34.7,3634,233764,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:19,34.7,3634,230713,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:20,34.7,3634,211792,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:21,34.7,3634,355224,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:22,34.7,3634,234069,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:23,34.7,3634,237426,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:24,34.7,3634,233154,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:25,34.7,3634,239257,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:26,34.7,3634,200500,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:27,34.7,3634,546265,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:28,34.7,3634,440368,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:29,34.7,3634,288391,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:30,34.7,3634,234375,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:32,34.7,3634,211181,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:33,34.7,3634,204162,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:34,34.7,3634,510559,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:35,34.7,3634,283508,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:36,34.7,3634,220642,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:37,34.7,3634,458984,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:38,34.7,3634,231628,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:39,34.7,3634,330810,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:40,34.7,3634,231628,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:41,34.7,3634,343628,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:42,34.7,3634,222473,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:44,34.7,3634,394897,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:45,34.7,3634,357971,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:46,34.7,3634,265503,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:47,34.7,3634,446777,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:48,34.7,3634,302124,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:49,34.7,3634,289001,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:50,34.7,3634,377502,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:51,34.7,3634,265197,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:52,34.7,3634,441589,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:53,34.7,3634,429687,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:54,34.7,3634,326538,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:55,34.7,3634,314636,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:56,34.7,3634,242920,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:57,34.7,3634,500488,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:53:58,34.7,3634,290527,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:54:00,34.7,3634,206909,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:54:01,34.7,3634,199890,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:54:02,34.7,3634,275573,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:54:03,34.7,3634,473633,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:54:04,34.7,3634,313415,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:54:05,34.7,3634,363769,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:54:06,34.7,3634,289001,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:54:07,34.7,3634,281982,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:54:08,34.7,3634,386352,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:54:09,34.7,3634,362549,22,1920520,DISCHARGING,UNPLUGGED
timestamp,temperature,voltage,current,percentage,count,status,plugged
2025-08-04 00:54:10,34.7,3634,382080,22,1920520,DISCHARGING,UNPLUGGED
