timestamp,value,status
2025-08-30T00:00:05.555661,3782,DISCHARGING
2025-08-30T00:00:05.569839,3782,DISCHARGING
2025-08-30T00:04:54.052716,3714,DISCHARGING
2025-08-30T00:04:59.083846,3714,DISCHARGING
2025-08-30T00:05:09.226046,3791,DISCHARGING
2025-08-30T00:05:09.857982,3791,DISCHARGING
2025-08-30T00:05:19.360707,3766,DISCHARGING
2025-08-30T00:05:19.989317,3766,DISCHARGING
2025-08-30T00:06:30.252836,3646,DISCHARGING
2025-08-30T00:06:30.858995,3646,DISCHARGING
2025-08-30T00:08:17.073918,3780,DISCHARGING
2025-08-30T00:08:17.561332,3780,DISCHARGING
2025-08-30T00:10:03.877002,3834,DISCHARGING
2025-08-30T00:10:04.364379,3834,DISCHARGING
2025-08-30T00:20:03.919036,3841,DISCHARGING
2025-08-30T00:20:04.186787,3841,DISCHARGING
2025-08-30T00:29:58.672432,3778,DISCHARGING
2025-08-30T00:29:58.931881,3778,DISCHARGING
2025-08-30T00:30:03.775092,3814,DISCHARGING
2025-08-30T00:30:04.000550,3814,DISCHARGING
2025-08-30T00:38:31.857760,3793,DISCHARGING
2025-08-30T00:38:31.996508,3793,DISCHARGING
2025-08-30T00:40:03.386802,3811,DISCHARGING
2025-08-30T00:40:03.367859,3811,DISCHARGING
2025-08-30T00:40:49.047200,3825,DISCHARGING
2025-08-30T00:40:49.063691,3825,DISCHARGING
2025-08-30T00:41:04.232149,3710,DISCHARGING
2025-08-30T00:41:04.216678,3710,DISCHARGING
2025-08-30T00:50:02.292803,3807,DISCHARGING
2025-08-30T00:50:02.279018,3807,DISCHARGING
2025-08-30T00:54:11.010499,3804,DISCHARGING
2025-08-30T00:54:10.993527,3804,DISCHARGING
2025-08-30T00:54:16.063611,3795,DISCHARGING
2025-08-30T00:54:16.078768,3795,DISCHARGING
2025-08-30T01:00:06.256381,3801,DISCHARGING
2025-08-30T01:00:06.276140,3801,DISCHARGING
2025-08-30T01:10:06.883587,3821,DISCHARGING
2025-08-30T01:10:06.901369,3821,DISCHARGING
2025-08-30T01:20:06.542473,3824,DISCHARGING
2025-08-30T01:20:06.562678,3824,DISCHARGING
2025-08-30T01:23:24.609867,3816,DISCHARGING
2025-08-30T01:23:24.591245,3816,DISCHARGING
2025-08-30T01:23:29.701832,3821,DISCHARGING
2025-08-30T01:23:29.681517,3821,DISCHARGING
2025-08-30T01:30:06.099513,3820,DISCHARGING
2025-08-30T01:30:06.111507,3820,DISCHARGING
2025-08-30T01:40:05.942714,3817,DISCHARGING
2025-08-30T01:40:05.960637,3817,DISCHARGING
2025-08-30T01:50:06.520821,3830,DISCHARGING
2025-08-30T01:50:06.540885,3830,DISCHARGING
2025-08-30T02:00:06.340958,3827,DISCHARGING
2025-08-30T02:00:06.358698,3827,DISCHARGING
2025-08-30T02:10:05.983324,3826,DISCHARGING
2025-08-30T02:10:05.970148,3826,DISCHARGING
2025-08-30T02:30:05.620874,3828,DISCHARGING
2025-08-30T02:30:05.639323,3828,DISCHARGING
2025-08-30T02:40:05.406528,3827,DISCHARGING
2025-08-30T02:40:05.426090,3827,DISCHARGING
2025-08-30T02:50:05.502373,3816,DISCHARGING
2025-08-30T02:50:05.519951,3816,DISCHARGING
2025-08-30T03:00:00.290998,3752,DISCHARGING
2025-08-30T03:00:00.308516,3752,DISCHARGING
2025-08-30T03:01:28.053161,3640,DISCHARGING
2025-08-30T03:01:28.071324,3640,DISCHARGING
2025-08-30T03:01:33.110169,3749,DISCHARGING
2025-08-30T03:01:33.121906,3749,DISCHARGING
2025-08-30T03:10:06.930092,3796,DISCHARGING
2025-08-30T03:10:06.915688,3796,DISCHARGING
2025-08-30T03:20:06.594666,3817,DISCHARGING
2025-08-30T03:20:06.579252,3817,DISCHARGING
2025-08-30T03:30:06.081026,3815,DISCHARGING
2025-08-30T03:30:06.098692,3815,DISCHARGING
2025-08-30T03:40:05.781737,3817,DISCHARGING
2025-08-30T03:40:05.800253,3817,DISCHARGING
2025-08-30T03:50:06.162267,3818,DISCHARGING
2025-08-30T03:50:06.177354,3818,DISCHARGING
2025-08-30T03:51:32.523147,3816,DISCHARGING
2025-08-30T03:51:32.543687,3816,DISCHARGING
2025-08-30T03:51:37.603954,3815,DISCHARGING
2025-08-30T03:51:37.625629,3815,DISCHARGING
2025-08-30T04:00:05.763453,3613,DISCHARGING
2025-08-30T04:00:05.771763,3613,DISCHARGING
2025-08-30T04:06:10.993123,3755,DISCHARGING
2025-08-30T04:06:11.013971,3755,DISCHARGING
2025-08-30T04:06:16.063140,3742,DISCHARGING
2025-08-30T04:06:16.086589,3742,DISCHARGING
2025-08-30T04:10:04.019053,3585,DISCHARGING
2025-08-30T04:10:04.037761,3585,DISCHARGING
2025-08-30T04:10:14.152490,3737,DISCHARGING
2025-08-30T04:10:14.171481,3737,DISCHARGING
2025-08-30T04:15:03.957473,3719,DISCHARGING
2025-08-30T04:15:03.973627,3719,DISCHARGING
2025-08-30T04:16:35.239419,3756,DISCHARGING
2025-08-30T04:16:35.254905,3756,DISCHARGING
2025-08-30T04:16:40.317806,3745,DISCHARGING
2025-08-30T04:16:40.343334,3745,DISCHARGING
2025-08-30T04:18:21.754991,3737,DISCHARGING
2025-08-30T04:18:21.739242,3737,DISCHARGING
2025-08-30T04:20:03.397376,3703,DISCHARGING
2025-08-30T04:20:03.412754,3703,DISCHARGING
2025-08-30T04:20:08.474538,3692,DISCHARGING
2025-08-30T04:20:08.490669,3692,DISCHARGING
2025-08-30T04:20:13.539383,3733,DISCHARGING
2025-08-30T04:20:13.528902,3733,DISCHARGING
2025-08-30T04:28:46.979042,3802,DISCHARGING
2025-08-30T04:28:46.999511,3802,DISCHARGING
2025-08-30T04:29:12.324012,3731,DISCHARGING
2025-08-30T04:29:12.354692,3731,DISCHARGING
2025-08-30T04:30:03.157903,3727,DISCHARGING
2025-08-30T04:30:03.180183,3727,DISCHARGING
2025-08-30T04:30:13.332952,3670,DISCHARGING
2025-08-30T04:30:13.319148,3670,DISCHARGING
2025-08-30T04:37:25.941722,3768,DISCHARGING
2025-08-30T04:37:25.957371,3768,DISCHARGING
2025-08-30T04:37:31.046061,3750,DISCHARGING
2025-08-30T04:37:31.026721,3750,DISCHARGING
2025-08-30T04:40:03.520823,3763,DISCHARGING
2025-08-30T04:40:03.535275,3763,DISCHARGING
2025-08-30T04:50:03.201389,3796,DISCHARGING
2025-08-30T04:50:03.211586,3796,DISCHARGING
2025-08-30T05:00:06.890280,3784,DISCHARGING
2025-08-30T05:00:06.906835,3784,DISCHARGING
2025-08-30T05:03:55.575406,3678,DISCHARGING
2025-08-30T05:03:55.592276,3678,DISCHARGING
2025-08-30T05:04:10.803363,3724,DISCHARGING
2025-08-30T05:04:10.906072,3724,DISCHARGING
2025-08-30T05:04:36.209314,3772,DISCHARGING
2025-08-30T05:04:36.224678,3772,DISCHARGING
2025-08-30T05:05:06.667140,3717,DISCHARGING
2025-08-30T05:05:06.685621,3717,DISCHARGING
2025-08-30T05:05:32.067876,3752,DISCHARGING
2025-08-30T05:05:32.050922,3752,DISCHARGING
2025-08-30T05:05:37.116807,3705,DISCHARGING
2025-08-30T05:05:37.125919,3705,DISCHARGING
2025-08-30T05:06:02.516817,3701,DISCHARGING
2025-08-30T05:06:02.536826,3701,DISCHARGING
2025-08-30T05:10:06.475939,3796,DISCHARGING
2025-08-30T05:10:06.494767,3796,DISCHARGING
2025-08-30T05:14:25.698500,3661,DISCHARGING
2025-08-30T05:14:25.723089,3661,DISCHARGING
2025-08-30T05:15:31.600805,3690,DISCHARGING
2025-08-30T05:15:31.618757,3690,DISCHARGING
2025-08-30T05:20:06.048363,3791,DISCHARGING
2025-08-30T05:20:06.056465,3791,DISCHARGING
2025-08-30T05:25:00.874506,3706,DISCHARGING
2025-08-30T05:25:00.862551,3706,DISCHARGING
2025-08-30T05:25:11.035026,3713,DISCHARGING
2025-08-30T05:25:11.047334,3713,DISCHARGING
2025-08-30T05:30:05.736449,3791,DISCHARGING
2025-08-30T05:30:05.749436,3791,DISCHARGING
2025-08-30T05:36:01.522236,3787,DISCHARGING
2025-08-30T05:36:01.569847,3787,DISCHARGING
2025-08-30T05:37:12.661136,3725,DISCHARGING
2025-08-30T05:37:12.678989,3725,DISCHARGING
2025-08-30T05:37:17.747561,3681,DISCHARGING
2025-08-30T05:37:17.761741,3681,DISCHARGING
2025-08-30T05:40:05.496969,3791,DISCHARGING
2025-08-30T05:40:05.514309,3791,DISCHARGING
2025-08-30T05:50:05.675438,3793,DISCHARGING
2025-08-30T05:50:05.655562,3793,DISCHARGING
2025-08-30T05:51:26.981200,3736,DISCHARGING
2025-08-30T05:51:26.962833,3736,DISCHARGING
2025-08-30T05:58:48.570925,3762,DISCHARGING
2025-08-30T05:58:48.554982,3762,DISCHARGING
2025-08-30T05:58:53.665893,3761,DISCHARGING
2025-08-30T05:58:53.647575,3761,DISCHARGING
2025-08-30T06:00:04.744784,3746,DISCHARGING
2025-08-30T06:00:04.733205,3746,DISCHARGING
2025-08-30T06:09:38.336540,3686,DISCHARGING
2025-08-30T06:09:38.351921,3686,DISCHARGING
2025-08-30T06:10:03.709582,3755,DISCHARGING
2025-08-30T06:10:03.693308,3755,DISCHARGING
2025-08-30T06:10:18.948191,3754,DISCHARGING
2025-08-30T06:10:18.934102,3754,DISCHARGING
2025-08-30T06:14:53.034761,3662,DISCHARGING
2025-08-30T06:14:53.011617,3662,DISCHARGING
2025-08-30T06:20:02.903559,3771,DISCHARGING
2025-08-30T06:20:02.924457,3771,DISCHARGING
2025-08-30T06:22:35.428895,3652,DISCHARGING
2025-08-30T06:22:35.442424,3652,DISCHARGING
2025-08-30T06:22:50.705785,3587,DISCHARGING
2025-08-30T06:22:50.820042,3587,DISCHARGING
2025-08-30T06:23:00.830078,3631,DISCHARGING
2025-08-30T06:23:00.926814,3631,DISCHARGING
2025-08-30T06:23:31.302887,3657,DISCHARGING
2025-08-30T06:23:31.360482,3657,DISCHARGING
2025-08-30T06:25:07.787513,3658,DISCHARGING
2025-08-30T06:25:07.812589,3658,DISCHARGING
2025-08-30T06:25:58.416465,3641,DISCHARGING
2025-08-30T06:25:58.408105,3641,DISCHARGING
2025-08-30T06:26:23.788264,3764,DISCHARGING
2025-08-30T06:26:23.803247,3764,DISCHARGING
2025-08-30T06:28:05.220727,3681,DISCHARGING
2025-08-30T06:28:05.232426,3681,DISCHARGING
2025-08-30T06:30:02.077110,3626,DISCHARGING
2025-08-30T06:30:02.099688,3626,DISCHARGING
2025-08-30T06:34:20.766771,3684,DISCHARGING
2025-08-30T06:34:20.743229,3684,DISCHARGING
2025-08-30T06:34:25.797966,3679,DISCHARGING
2025-08-30T06:34:25.816446,3679,DISCHARGING
2025-08-30T06:38:29.060102,3692,DISCHARGING
2025-08-30T06:38:29.080789,3692,DISCHARGING
2025-08-30T06:40:05.214060,3655,DISCHARGING
2025-08-30T06:40:05.196854,3655,DISCHARGING
2025-08-30T06:43:43.360231,3698,DISCHARGING
2025-08-30T06:43:43.374236,3698,DISCHARGING
2025-08-30T06:43:48.436396,3676,DISCHARGING
2025-08-30T06:43:48.452130,3676,DISCHARGING
2025-08-30T06:48:53.607032,3694,DISCHARGING
2025-08-30T06:48:53.632085,3694,DISCHARGING
2025-08-30T06:49:03.745797,3685,DISCHARGING
2025-08-30T06:49:03.755987,3685,DISCHARGING
2025-08-30T06:50:04.639620,3682,DISCHARGING
2025-08-30T06:50:04.653942,3682,DISCHARGING
2025-08-30T06:54:07.803525,3673,DISCHARGING
2025-08-30T06:54:07.821167,3673,DISCHARGING
2025-08-30T06:54:12.891515,3660,DISCHARGING
2025-08-30T06:54:12.874745,3660,DISCHARGING
2025-08-30T06:57:10.153903,3644,DISCHARGING
2025-08-30T06:57:10.172240,3644,DISCHARGING
2025-08-30T06:57:15.216455,3718,DISCHARGING
2025-08-30T06:57:15.227177,3718,DISCHARGING
2025-08-30T07:00:02.869499,3733,DISCHARGING
2025-08-30T07:00:02.855909,3733,DISCHARGING
2025-08-30T07:04:06.888781,3697,DISCHARGING
2025-08-30T07:04:06.903983,3697,DISCHARGING
2025-08-30T07:06:38.827701,3611,DISCHARGING
2025-08-30T07:06:38.842475,3611,DISCHARGING
2025-08-30T07:07:44.786502,3523,DISCHARGING
2025-08-30T07:07:44.782895,3523,DISCHARGING
2025-08-30T07:07:49.834617,3614,DISCHARGING
2025-08-30T07:07:49.846098,3614,DISCHARGING
2025-08-30T07:10:02.093403,3668,DISCHARGING
2025-08-30T07:10:02.103562,3668,DISCHARGING
2025-08-30T07:12:54.596087,3613,DISCHARGING
2025-08-30T07:12:54.607457,3613,DISCHARGING
2025-08-30T07:12:59.643681,3618,DISCHARGING
2025-08-30T07:12:59.659420,3618,DISCHARGING
2025-08-30T07:16:02.028504,3607,DISCHARGING
2025-08-30T07:16:02.046682,3607,DISCHARGING
2025-08-30T07:16:12.165246,3625,DISCHARGING
2025-08-30T07:16:12.183363,3625,DISCHARGING
2025-08-30T07:20:04.950799,3637,DISCHARGING
2025-08-30T07:20:04.968308,3637,DISCHARGING
2025-08-30T07:20:15.055969,3627,DISCHARGING
2025-08-30T07:20:15.076590,3627,DISCHARGING
2025-08-30T07:20:20.120921,3612,DISCHARGING
2025-08-30T07:20:20.143519,3612,DISCHARGING
2025-08-30T07:24:22.936582,3623,DISCHARGING
2025-08-30T07:24:22.946860,3623,DISCHARGING
2025-08-30T07:28:36.208349,3605,DISCHARGING
